0,{'companyName': 'Turquoise way argue', 'dateEstablished': '1975-10-11', 'location': 'East Lisa', 'recordLabelId': 1, 'albumId': 1, 'numOfRating': 28505, 'averageRating': 2.4, 'userRating': 0, 'songId': 1, 'artistId': 1, 'name': 'Darlene Lewis', 'age': 33, 'musicianId': 1, 'instrument': 'Didgeridoo', 'band': 'Beige race', 'albumDuration': 6321, 'albumTitle': 'yourself point sound', 'coverURL': 'https://placekitten.com/761/911', 'genre': 'Soundtrack', 'songDuration': 827, 'songTitle': 'top that', 'sourceLink': 'frederick-velez.com', 'year': '2005', 'knownFor': 'clearly concern'}
29,{'companyName': 'SeaGreen old determine', 'dateEstablished': '2005-10-07', 'location': 'Allisonbury', 'recordLabelId': 30, 'albumId': 30, 'numOfRating': 73858, 'averageRating': 4.6, 'userRating': 0, 'songId': 30, 'artistId': 30, 'name': 'Beth Simmons', 'age': 46, 'musicianId': 30, 'instrument': 'Viola', 'band': 'LightCoral head', 'albumDuration': 9620, 'albumTitle': 'wind occur might', 'coverURL': 'https://placekitten.com/901/895', 'genre': 'Hip Hop', 'songDuration': 67, 'songTitle': 'start than', 'sourceLink': 'simpson-ewing.net', 'year': '1979', 'knownFor': 'age relate'}
30,{'companyName': 'White point now', 'dateEstablished': '1987-01-15', 'location': 'Harrisonville', 'recordLabelId': 31, 'albumId': 31, 'numOfRating': 98573, 'averageRating': 1.5, 'userRating': 0, 'songId': 31, 'artistId': 31, 'name': 'Reginald Gomez', 'age': 39, 'musicianId': 31, 'instrument': 'Viola', 'band': 'MediumTurquoise all', 'albumDuration': 8100, 'albumTitle': 'house structure interview', 'coverURL': 'https://placekitten.com/49/977', 'genre': 'EDM', 'songDuration': 800, 'songTitle': 'rather east', 'sourceLink': 'diaz.biz', 'year': '2007', 'knownFor': 'summer city'}
31,{'companyName': 'DimGray very gun', 'dateEstablished': '1977-06-20', 'location': 'Rachaelmouth', 'recordLabelId': 32, 'albumId': 32, 'numOfRating': 7538, 'averageRating': 1.7, 'userRating': 0, 'songId': 32, 'artistId': 32, 'name': 'Tina Wilson', 'age': 52, 'musicianId': 32, 'instrument': 'Tambourines', 'band': 'MediumOrchid person', 'albumDuration': 3542, 'albumTitle': 'lawyer white whose', 'coverURL': 'https://placekitten.com/799/926', 'genre': 'Heavy Metal', 'songDuration': 259, 'songTitle': 'she receive', 'sourceLink': 'yates-bailey.com', 'year': '2015', 'knownFor': 'to community'}
32,{'companyName': 'LightBlue remain reveal', 'dateEstablished': '1981-09-30', 'location': 'Port Ashley', 'recordLabelId': 33, 'albumId': 33, 'numOfRating': 97945, 'averageRating': 3.0, 'userRating': 0, 'songId': 33, 'artistId': 33, 'name': 'Matthew Bowers', 'age': 47, 'musicianId': 33, 'instrument': 'Tambourines', 'band': 'SlateGray prove', 'albumDuration': 3969, 'albumTitle': 'property husband American', 'coverURL': 'https://www.lorempixel.com/931/207', 'genre': 'Soundtrack', 'songDuration': 347, 'songTitle': 'walk gun', 'sourceLink': 'quinn-white.net', 'year': '1992', 'knownFor': 'situation money'}
33,{'companyName': 'LightGray per dog', 'dateEstablished': '1976-06-05', 'location': 'Melvinburgh', 'recordLabelId': 34, 'albumId': 34, 'numOfRating': 25702, 'averageRating': 2.2, 'userRating': 0, 'songId': 34, 'artistId': 34, 'name': 'Michael Smith', 'age': 25, 'musicianId': 34, 'instrument': 'Guitar', 'band': 'Indigo prepare', 'albumDuration': 9621, 'albumTitle': 'party above lot', 'coverURL': 'https://placekitten.com/416/456', 'genre': 'Country', 'songDuration': 253, 'songTitle': 'foreign free', 'sourceLink': 'myers.info', 'year': '1975', 'knownFor': 'mean of'}
34,{'companyName': 'DarkSeaGreen suddenly wonder', 'dateEstablished': '1982-05-01', 'location': 'Ryanfurt', 'recordLabelId': 35, 'albumId': 35, 'numOfRating': 61607, 'averageRating': 3.1, 'userRating': 0, 'songId': 35, 'artistId': 35, 'name': 'Christine Mcdonald', 'age': 54, 'musicianId': 35, 'instrument': 'Drums', 'band': 'IndianRed entire', 'albumDuration': 8286, 'albumTitle': 'data tell ability', 'coverURL': 'https://placekitten.com/968/740', 'genre': 'Metal', 'songDuration': 902, 'songTitle': 'quality risk', 'sourceLink': 'white-washington.com', 'year': '2019', 'knownFor': 'card decide'}
35,{'companyName': 'OliveDrab ability base', 'dateEstablished': '2013-06-15', 'location': 'East Randallfort', 'recordLabelId': 36, 'albumId': 36, 'numOfRating': 13195, 'averageRating': 3.6, 'userRating': 0, 'songId': 36, 'artistId': 36, 'name': 'Shawn Torres', 'age': 36, 'musicianId': 36, 'instrument': 'Hurdy Gurdy', 'band': 'Magenta line', 'albumDuration': 252, 'albumTitle': 'business when compare', 'coverURL': 'https://dummyimage.com/929x128', 'genre': 'Soundtrack', 'songDuration': 99, 'songTitle': 'thank Mrs', 'sourceLink': 'mosley.org', 'year': '2007', 'knownFor': 'three decade'}
36,{'companyName': 'Khaki call only', 'dateEstablished': '2001-07-28', 'location': 'Vincentchester', 'recordLabelId': 37, 'albumId': 37, 'numOfRating': 32537, 'averageRating': 2.4, 'userRating': 0, 'songId': 37, 'artistId': 37, 'name': 'Antonio Bird', 'age': 37, 'musicianId': 37, 'instrument': 'Violin', 'band': 'SeaGreen go', 'albumDuration': 8696, 'albumTitle': 'fill record blue', 'coverURL': 'https://placeimg.com/389/318/any', 'genre': 'EDM', 'songDuration': 489, 'songTitle': 'develop follow', 'sourceLink': 'watson.net', 'year': '2018', 'knownFor': 'pass goal'}
37,{'companyName': 'Turquoise run cultural', 'dateEstablished': '2007-08-23', 'location': 'Goodwinborough', 'recordLabelId': 38, 'albumId': 38, 'numOfRating': 45741, 'averageRating': 5.0, 'userRating': 0, 'songId': 38, 'artistId': 38, 'name': 'Benjamin Stephens', 'age': 57, 'musicianId': 38, 'instrument': 'Tambourines', 'band': 'Bisque will', 'albumDuration': 2801, 'albumTitle': 'manage individual group', 'coverURL': 'https://www.lorempixel.com/604/608', 'genre': 'Rock', 'songDuration': 884, 'songTitle': 'personal which', 'sourceLink': 'nicholson.com', 'year': '2018', 'knownFor': 'choose feel'}
38,{'companyName': 'Magenta these movie', 'dateEstablished': '1976-01-29', 'location': 'Perezchester', 'recordLabelId': 39, 'albumId': 39, 'numOfRating': 73220, 'averageRating': 1.4, 'userRating': 0, 'songId': 39, 'artistId': 39, 'name': 'Renee Zhang', 'age': 60, 'musicianId': 39, 'instrument': 'Kazoo', 'band': 'Silver project', 'albumDuration': 3162, 'albumTitle': 'decide power also', 'coverURL': 'https://placeimg.com/684/878/any', 'genre': 'Soundtrack', 'songDuration': 74, 'songTitle': 'president general', 'sourceLink': 'blanchard.com', 'year': '2016', 'knownFor': 'weight certain'}
39,{'companyName': 'PeachPuff scene plant', 'dateEstablished': '2011-11-17', 'location': 'Rebeccaton', 'recordLabelId': 40, 'albumId': 40, 'numOfRating': 12051, 'averageRating': 1.2, 'userRating': 0, 'songId': 40, 'artistId': 40, 'name': 'Michelle Thompson', 'age': 58, 'musicianId': 40, 'instrument': 'Hurdy Gurdy', 'band': 'MistyRose perform', 'albumDuration': 5495, 'albumTitle': 'report Mr finish', 'coverURL': 'https://placekitten.com/485/486', 'genre': 'Pop', 'songDuration': 483, 'songTitle': 'pull lay', 'sourceLink': 'williams.com', 'year': '1977', 'knownFor': 'section else'}
40,{'companyName': 'LimeGreen full dinner', 'dateEstablished': '1979-07-08', 'location': 'North Jessicaside', 'recordLabelId': 41, 'albumId': 41, 'numOfRating': 89499, 'averageRating': 4.2, 'userRating': 0, 'songId': 41, 'artistId': 41, 'name': 'Willie Newman', 'age': 68, 'musicianId': 41, 'instrument': 'Violin', 'band': 'PapayaWhip less', 'albumDuration': 5687, 'albumTitle': 'book ability benefit', 'coverURL': 'https://dummyimage.com/67x388', 'genre': 'Heavy Metal', 'songDuration': 638, 'songTitle': 'cover tax', 'sourceLink': 'abbott.net', 'year': '2008', 'knownFor': 'do military'}
41,{'companyName': 'Red finally indicate', 'dateEstablished': '2002-11-28', 'location': 'Hughesburgh', 'recordLabelId': 42, 'albumId': 42, 'numOfRating': 48127, 'averageRating': 4.1, 'userRating': 0, 'songId': 42, 'artistId': 42, 'name': 'Matthew Fisher', 'age': 23, 'musicianId': 42, 'instrument': 'Kazoo', 'band': 'Plum leave', 'albumDuration': 8159, 'albumTitle': 'interesting read much', 'coverURL': 'https://placeimg.com/16/523/any', 'genre': 'EDM', 'songDuration': 732, 'songTitle': 'though least', 'sourceLink': 'massey.com', 'year': '2013', 'knownFor': 'everything whole'}
42,{'companyName': 'Green blood develop', 'dateEstablished': '1984-05-12', 'location': 'Port Pamela', 'recordLabelId': 43, 'albumId': 43, 'numOfRating': 48186, 'averageRating': 3.2, 'userRating': 0, 'songId': 43, 'artistId': 43, 'name': 'Stephanie Martin', 'age': 28, 'musicianId': 43, 'instrument': 'Drums', 'band': 'Blue sport', 'albumDuration': 5458, 'albumTitle': 'center middle say', 'coverURL': 'https://placeimg.com/380/450/any', 'genre': 'EDM', 'songDuration': 244, 'songTitle': 'need job', 'sourceLink': 'myers.com', 'year': '1980', 'knownFor': 'risk social'}
43,{'companyName': 'SlateGray various off', 'dateEstablished': '1985-07-30', 'location': 'Jonathanburgh', 'recordLabelId': 44, 'albumId': 44, 'numOfRating': 37479, 'averageRating': 2.9, 'userRating': 0, 'songId': 44, 'artistId': 44, 'name': 'Alexander Harvey', 'age': 18, 'musicianId': 44, 'instrument': 'Didgeridoo', 'band': 'Indigo travel', 'albumDuration': 7237, 'albumTitle': 'anything situation crime', 'coverURL': 'https://placekitten.com/663/599', 'genre': 'Rock', 'songDuration': 171, 'songTitle': 'town another', 'sourceLink': 'griffin-clark.com', 'year': '2020', 'knownFor': 'know push'}
