0,{'companyName': 'Turquoise', 'dateEstablished': '1973-11-06', 'location': 'West Garyfort', 'recordLableId': 1, 'albumId': 1, 'numOfRating': 98343, 'averageRating': 1.4, 'userRating': 0, 'songId': 1, 'artistId': 1, 'name': 'Darlene Lewis', 'age': 49, 'musicianId': 1, 'instrument': 'Tambourines', 'band': 'Beige race', 'albumDuration': 5775, 'albumTitle': 'yourself point sound', 'coverURL': 'https://placekitten.com/761/911', 'genre': 'Rap', 'songDuration': 935, 'songTitle': 'top that', 'sourceLink': 'frederick-velez.com', 'year': '2005', 'knownFor': 'clearly concern'}
11,{'companyName': 'DimGray', 'dateEstablished': '1980-08-13', 'location': 'Stephaniemouth', 'recordLableId': 12, 'albumId': 12, 'numOfRating': 81931, 'averageRating': 4.4, 'userRating': 0, 'songId': 12, 'artistId': 12, 'name': 'Jose Baldwin', 'age': 64, 'musicianId': 12, 'instrument': 'Tambourines', 'band': 'DarkTurquoise thus', 'albumDuration': 7277, 'albumTitle': 'leave reflect identify', 'coverURL': 'https://dummyimage.com/734x296', 'genre': 'Country', 'songDuration': 458, 'songTitle': 'rest special', 'sourceLink': 'doyle-long.com', 'year': '1988', 'knownFor': 'if report'}
12,{'companyName': 'Thistle', 'dateEstablished': '2018-01-01', 'location': 'Michaelmouth', 'recordLableId': 13, 'albumId': 13, 'numOfRating': 23268, 'averageRating': 4.7, 'userRating': 0, 'songId': 13, 'artistId': 13, 'name': 'Susan Miller', 'age': 37, 'musicianId': 13, 'instrument': 'Drums', 'band': 'RosyBrown rise', 'albumDuration': 6708, 'albumTitle': 'mouth could staff', 'coverURL': 'https://dummyimage.com/783x23', 'genre': 'EDM', 'songDuration': 930, 'songTitle': 'model trade', 'sourceLink': 'thompson-davis.com', 'year': '1984', 'knownFor': 'role paper'}
13,{'companyName': 'Snow', 'dateEstablished': '1976-11-01', 'location': 'South Laurie', 'recordLableId': 14, 'albumId': 14, 'numOfRating': 82448, 'averageRating': 4.9, 'userRating': 0, 'songId': 14, 'artistId': 14, 'name': 'Thomas Carpenter', 'age': 18, 'musicianId': 14, 'instrument': 'Piano', 'band': 'LightGreen partner', 'albumDuration': 8919, 'albumTitle': 'across quickly lot', 'coverURL': 'https://placekitten.com/355/956', 'genre': 'EDM', 'songDuration': 201, 'songTitle': 'win set', 'sourceLink': 'bullock-patel.biz', 'year': '1974', 'knownFor': 'senior machine'}
14,{'companyName': 'NavajoWhite', 'dateEstablished': '1992-10-15', 'location': 'Port Steven', 'recordLableId': 15, 'albumId': 15, 'numOfRating': 2233, 'averageRating': 2.0, 'userRating': 0, 'songId': 15, 'artistId': 15, 'name': 'Miss Hannah Malone', 'age': 29, 'musicianId': 15, 'instrument': 'Viola', 'band': 'Thistle young', 'albumDuration': 5421, 'albumTitle': 'effort personal street', 'coverURL': 'https://www.lorempixel.com/276/110', 'genre': 'Rock', 'songDuration': 652, 'songTitle': 'high let', 'sourceLink': 'smith.org', 'year': '1994', 'knownFor': 'alone sure'}
15,{'companyName': 'Magenta', 'dateEstablished': '1983-11-29', 'location': 'Parkerfurt', 'recordLableId': 16, 'albumId': 16, 'numOfRating': 47520, 'averageRating': 3.2, 'userRating': 0, 'songId': 16, 'artistId': 16, 'name': 'Mr. Thomas Jones', 'age': 64, 'musicianId': 16, 'instrument': 'Viola', 'band': 'RoyalBlue fight', 'albumDuration': 401, 'albumTitle': 'position somebody president', 'coverURL': 'https://placekitten.com/804/190', 'genre': 'Heavy Metal', 'songDuration': 39, 'songTitle': 'decision other', 'sourceLink': 'hernandez.com', 'year': '2001', 'knownFor': 'no mission'}
16,{'companyName': 'BlanchedAlmond', 'dateEstablished': '1977-08-13', 'location': 'Lake Nicholasborough', 'recordLableId': 17, 'albumId': 17, 'numOfRating': 43760, 'averageRating': 1.2, 'userRating': 0, 'songId': 17, 'artistId': 17, 'name': 'Billy Ellis', 'age': 22, 'musicianId': 17, 'instrument': 'Kazoo', 'band': 'DarkGoldenRod kind', 'albumDuration': 4263, 'albumTitle': 'factor thus two', 'coverURL': 'https://placeimg.com/905/442/any', 'genre': 'Rap', 'songDuration': 790, 'songTitle': 'for between', 'sourceLink': 'lopez.com', 'year': '1994', 'knownFor': 'cell career'}
17,{'companyName': 'DarkViolet', 'dateEstablished': '2007-06-21', 'location': 'Ricardofort', 'recordLableId': 18, 'albumId': 18, 'numOfRating': 35296, 'averageRating': 1.0, 'userRating': 0, 'songId': 18, 'artistId': 18, 'name': 'Shawn Howe', 'age': 69, 'musicianId': 18, 'instrument': 'Piano', 'band': 'LightSalmon ready', 'albumDuration': 6632, 'albumTitle': 'we sea seem', 'coverURL': 'https://dummyimage.com/597x148', 'genre': 'Soundtrack', 'songDuration': 412, 'songTitle': 'house company', 'sourceLink': 'gomez.com', 'year': '1995', 'knownFor': 'camera agreement'}
18,{'companyName': 'GoldenRod', 'dateEstablished': '1994-06-11', 'location': 'Port Jessicafurt', 'recordLableId': 19, 'albumId': 19, 'numOfRating': 26215, 'averageRating': 2.0, 'userRating': 0, 'songId': 19, 'artistId': 19, 'name': 'Frank Bryan', 'age': 42, 'musicianId': 19, 'instrument': 'Tambourines', 'band': 'MediumOrchid must', 'albumDuration': 5643, 'albumTitle': 'light too growth', 'coverURL': 'https://www.lorempixel.com/413/1020', 'genre': 'Pop', 'songDuration': 629, 'songTitle': 'central daughter', 'sourceLink': 'fisher.com', 'year': '1986', 'knownFor': 'religious road'}
19,{'companyName': 'Bisque', 'dateEstablished': '1995-05-15', 'location': 'Cherylhaven', 'recordLableId': 20, 'albumId': 20, 'numOfRating': 52416, 'averageRating': 4.1, 'userRating': 0, 'songId': 20, 'artistId': 20, 'name': 'Arthur Wallace', 'age': 39, 'musicianId': 20, 'instrument': 'Drums', 'band': 'DeepPink fly', 'albumDuration': 977, 'albumTitle': 'officer bring possible', 'coverURL': 'https://placeimg.com/808/466/any', 'genre': 'Hip Hop', 'songDuration': 687, 'songTitle': 'hot listen', 'sourceLink': 'stewart-monroe.com', 'year': '2010', 'knownFor': 'member professor'}
20,{'companyName': 'LightPink', 'dateEstablished': '1997-04-23', 'location': 'Gibsonbury', 'recordLableId': 21, 'albumId': 21, 'numOfRating': 71048, 'averageRating': 1.7, 'userRating': 0, 'songId': 21, 'artistId': 21, 'name': 'Amber Rodriguez', 'age': 54, 'musicianId': 21, 'instrument': 'Viola', 'band': 'YellowGreen campaign', 'albumDuration': 5852, 'albumTitle': 'visit quite trip', 'coverURL': 'https://dummyimage.com/158x804', 'genre': 'Rap', 'songDuration': 536, 'songTitle': 'something across', 'sourceLink': 'bell.com', 'year': '2015', 'knownFor': 'work from'}
21,{'companyName': 'RosyBrown', 'dateEstablished': '2001-09-03', 'location': 'Port Johnport', 'recordLableId': 22, 'albumId': 22, 'numOfRating': 67479, 'averageRating': 1.1, 'userRating': 0, 'songId': 22, 'artistId': 22, 'name': 'Brenda Shaw', 'age': 70, 'musicianId': 22, 'instrument': 'Violin', 'band': 'BlanchedAlmond current', 'albumDuration': 4091, 'albumTitle': 'truth state mission', 'coverURL': 'https://dummyimage.com/488x286', 'genre': 'Country', 'songDuration': 159, 'songTitle': 'ability music', 'sourceLink': 'owens.biz', 'year': '2012', 'knownFor': 'here performance'}
22,{'companyName': 'SeaShell', 'dateEstablished': '2018-10-31', 'location': 'Kimberlyfurt', 'recordLableId': 23, 'albumId': 23, 'numOfRating': 74797, 'averageRating': 1.3, 'userRating': 0, 'songId': 23, 'artistId': 23, 'name': 'Sandra Hernandez', 'age': 25, 'musicianId': 23, 'instrument': 'Guitar', 'band': 'Violet community', 'albumDuration': 7442, 'albumTitle': 'dark future century', 'coverURL': 'https://dummyimage.com/267x815', 'genre': 'Soundtrack', 'songDuration': 114, 'songTitle': 'federal between', 'sourceLink': 'nelson.com', 'year': '1989', 'knownFor': 'director reflect'}
23,{'companyName': 'Olive', 'dateEstablished': '2014-10-17', 'location': 'New Karenberg', 'recordLableId': 24, 'albumId': 24, 'numOfRating': 939, 'averageRating': 5.0, 'userRating': 0, 'songId': 24, 'artistId': 24, 'name': 'Andrew Taylor', 'age': 57, 'musicianId': 24, 'instrument': 'Didgeridoo', 'band': 'Aquamarine energy', 'albumDuration': 5020, 'albumTitle': 'return music say', 'coverURL': 'https://placekitten.com/459/295', 'genre': 'Rap', 'songDuration': 401, 'songTitle': 'although cultural', 'sourceLink': 'fields.com', 'year': '1976', 'knownFor': 'within tonight'}
24,{'companyName': 'LightCoral', 'dateEstablished': '1989-11-09', 'location': 'Mooreborough', 'recordLableId': 25, 'albumId': 25, 'numOfRating': 55117, 'averageRating': 1.2, 'userRating': 0, 'songId': 25, 'artistId': 25, 'name': 'Sarah Stone', 'age': 30, 'musicianId': 25, 'instrument': 'Piano', 'band': 'Blue together', 'albumDuration': 8501, 'albumTitle': 'property almost father', 'coverURL': 'https://placeimg.com/249/557/any', 'genre': 'Heavy Metal', 'songDuration': 703, 'songTitle': 'administration industry', 'sourceLink': 'luna.info', 'year': '1983', 'knownFor': 'involve can'}
25,{'companyName': 'DarkGoldenRod', 'dateEstablished': '2000-06-18', 'location': 'Wallerbury', 'recordLableId': 26, 'albumId': 26, 'numOfRating': 67110, 'averageRating': 3.8, 'userRating': 0, 'songId': 26, 'artistId': 26, 'name': 'Lisa Carpenter', 'age': 29, 'musicianId': 26, 'instrument': 'Guitar', 'band': 'LemonChiffon sense', 'albumDuration': 6372, 'albumTitle': 'sure front audience', 'coverURL': 'https://www.lorempixel.com/756/965', 'genre': 'Metal', 'songDuration': 264, 'songTitle': 'past probably', 'sourceLink': 'fleming.net', 'year': '1990', 'knownFor': 'better smile'}
26,{'companyName': 'Azure', 'dateEstablished': '1991-04-22', 'location': 'South Laurafurt', 'recordLableId': 27, 'albumId': 27, 'numOfRating': 77526, 'averageRating': 1.6, 'userRating': 0, 'songId': 27, 'artistId': 27, 'name': 'Andrea Ruiz', 'age': 39, 'musicianId': 27, 'instrument': 'Piano', 'band': 'Orange executive', 'albumDuration': 1846, 'albumTitle': 'off defense class', 'coverURL': 'https://placekitten.com/769/132', 'genre': 'Rock', 'songDuration': 853, 'songTitle': 'language evidence', 'sourceLink': 'mendoza.com', 'year': '2008', 'knownFor': 'federal who'}
27,{'companyName': 'Tan', 'dateEstablished': '1983-10-23', 'location': 'Sandraborough', 'recordLableId': 28, 'albumId': 28, 'numOfRating': 86568, 'averageRating': 2.6, 'userRating': 0, 'songId': 28, 'artistId': 28, 'name': 'Jenna Russell', 'age': 22, 'musicianId': 28, 'instrument': 'Violin', 'band': 'MidnightBlue night', 'albumDuration': 2357, 'albumTitle': 'end economic wall', 'coverURL': 'https://www.lorempixel.com/801/893', 'genre': 'Pop', 'songDuration': 886, 'songTitle': 'lay house', 'sourceLink': 'mitchell.com', 'year': '1976', 'knownFor': 'owner myself'}
28,{'companyName': 'AliceBlue', 'dateEstablished': '1996-05-08', 'location': 'Richardport', 'recordLableId': 29, 'albumId': 29, 'numOfRating': 29610, 'averageRating': 3.2, 'userRating': 0, 'songId': 29, 'artistId': 29, 'name': 'Jordan Meyer', 'age': 25, 'musicianId': 29, 'instrument': 'Guitar', 'band': 'Pink ok', 'albumDuration': 9374, 'albumTitle': 'relate same determine', 'coverURL': 'https://dummyimage.com/50x60', 'genre': 'Soundtrack', 'songDuration': 936, 'songTitle': 'can center', 'sourceLink': 'medina.biz', 'year': '1976', 'knownFor': 'political must'}
29,{'companyName': 'NavajoWhite', 'dateEstablished': '1979-04-14', 'location': 'North Lance', 'recordLableId': 30, 'albumId': 30, 'numOfRating': 77473, 'averageRating': 1.2, 'userRating': 0, 'songId': 30, 'artistId': 30, 'name': 'Kara Blackburn', 'age': 21, 'musicianId': 30, 'instrument': 'Piano', 'band': 'GoldenRod future', 'albumDuration': 9777, 'albumTitle': 'two paper blood', 'coverURL': 'https://placeimg.com/712/744/any', 'genre': 'Soundtrack', 'songDuration': 319, 'songTitle': 'wait every', 'sourceLink': 'campbell-greene.com', 'year': '1973', 'knownFor': 'future study'}
30,{'companyName': 'AntiqueWhite', 'dateEstablished': '2015-10-06', 'location': 'Nicholstown', 'recordLableId': 31, 'albumId': 31, 'numOfRating': 53439, 'averageRating': 1.0, 'userRating': 0, 'songId': 31, 'artistId': 31, 'name': 'Melissa Hunter', 'age': 50, 'musicianId': 31, 'instrument': 'Viola', 'band': 'PeachPuff investment', 'albumDuration': 6301, 'albumTitle': 'dream consider party', 'coverURL': 'https://placekitten.com/32/723', 'genre': 'EDM', 'songDuration': 518, 'songTitle': 'far toward', 'sourceLink': 'wright.net', 'year': '1997', 'knownFor': 'as growth'}
31,{'companyName': 'Teal', 'dateEstablished': '1974-08-08', 'location': 'South Dakotachester', 'recordLableId': 32, 'albumId': 32, 'numOfRating': 43708, 'averageRating': 3.8, 'userRating': 0, 'songId': 32, 'artistId': 32, 'name': 'Samuel Perkins', 'age': 48, 'musicianId': 32, 'instrument': 'Kazoo', 'band': 'DarkOrchid moment', 'albumDuration': 9707, 'albumTitle': 'you TV interview', 'coverURL': 'https://dummyimage.com/259x317', 'genre': 'Soundtrack', 'songDuration': 84, 'songTitle': 'least head', 'sourceLink': 'armstrong.com', 'year': '2014', 'knownFor': 'knowledge many'}
32,{'companyName': 'Yellow', 'dateEstablished': '1993-11-19', 'location': 'East Jacobland', 'recordLableId': 33, 'albumId': 33, 'numOfRating': 93464, 'averageRating': 4.4, 'userRating': 0, 'songId': 33, 'artistId': 33, 'name': 'Mark Pollard', 'age': 38, 'musicianId': 33, 'instrument': 'Drums', 'band': 'LightCyan could', 'albumDuration': 4357, 'albumTitle': 'itself simple good', 'coverURL': 'https://placekitten.com/64/808', 'genre': 'Hip Hop', 'songDuration': 582, 'songTitle': 'agreement few', 'sourceLink': 'kaufman.biz', 'year': '1986', 'knownFor': 'letter lead'}
33,{'companyName': 'LightSlateGray', 'dateEstablished': '2012-02-06', 'location': 'New Angela', 'recordLableId': 34, 'albumId': 34, 'numOfRating': 78175, 'averageRating': 3.5, 'userRating': 0, 'songId': 34, 'artistId': 34, 'name': 'Julia Farley', 'age': 51, 'musicianId': 34, 'instrument': 'Didgeridoo', 'band': 'PaleVioletRed information', 'albumDuration': 6620, 'albumTitle': 'measure today section', 'coverURL': 'https://dummyimage.com/792x239', 'genre': 'Heavy Metal', 'songDuration': 396, 'songTitle': 'left miss', 'sourceLink': 'harmon.com', 'year': '2018', 'knownFor': 'receive guy'}
34,{'companyName': 'PowderBlue', 'dateEstablished': '1993-09-26', 'location': 'East Paulaville', 'recordLableId': 35, 'albumId': 35, 'numOfRating': 53292, 'averageRating': 1.3, 'userRating': 0, 'songId': 35, 'artistId': 35, 'name': 'Michael Bowen', 'age': 67, 'musicianId': 35, 'instrument': 'Violin', 'band': 'DarkGray enough', 'albumDuration': 9603, 'albumTitle': 'fine trouble federal', 'coverURL': 'https://placekitten.com/541/642', 'genre': 'EDM', 'songDuration': 898, 'songTitle': 'husband American', 'sourceLink': 'wilson-dunlap.com', 'year': '2011', 'knownFor': 'first image'}
35,{'companyName': 'PaleTurquoise', 'dateEstablished': '1992-02-29', 'location': 'Roseport', 'recordLableId': 36, 'albumId': 36, 'numOfRating': 75504, 'averageRating': 4.0, 'userRating': 0, 'songId': 36, 'artistId': 36, 'name': 'Cynthia Dyer', 'age': 64, 'musicianId': 36, 'instrument': 'Viola', 'band': 'MediumPurple general', 'albumDuration': 663, 'albumTitle': 'field cause religious', 'coverURL': 'https://dummyimage.com/19x675', 'genre': 'Pop', 'songDuration': 769, 'songTitle': 'prepare party', 'sourceLink': 'olson.com', 'year': '2020', 'knownFor': 'partner coach'}
36,{'companyName': 'FireBrick', 'dateEstablished': '1996-08-18', 'location': 'Jessicaview', 'recordLableId': 37, 'albumId': 37, 'numOfRating': 47779, 'averageRating': 4.7, 'userRating': 0, 'songId': 37, 'artistId': 37, 'name': 'Jonathan Berry', 'age': 69, 'musicianId': 37, 'instrument': 'Kazoo', 'band': 'DarkSeaGreen suddenly', 'albumDuration': 6827, 'albumTitle': 'wonder Congress drug', 'coverURL': 'https://placekitten.com/460/429', 'genre': 'Country', 'songDuration': 659, 'songTitle': 'draw television', 'sourceLink': 'dixon-martin.com', 'year': '2002', 'knownFor': 'science power'}
37,{'companyName': 'NavajoWhite', 'dateEstablished': '2019-06-13', 'location': 'Sarahaven', 'recordLableId': 38, 'albumId': 38, 'numOfRating': 11661, 'averageRating': 2.1, 'userRating': 0, 'songId': 38, 'artistId': 38, 'name': 'Rachel Anderson', 'age': 36, 'musicianId': 38, 'instrument': 'Drums', 'band': 'DarkOrange region', 'albumDuration': 2436, 'albumTitle': 'ability base single', 'coverURL': 'https://dummyimage.com/403x378', 'genre': 'Hip Hop', 'songDuration': 480, 'songTitle': 'pattern against', 'sourceLink': 'wilson-johnson.com', 'year': '1995', 'knownFor': 'business when'}
38,{'companyName': 'DarkGray', 'dateEstablished': '2000-11-21', 'location': 'Davidsonburgh', 'recordLableId': 39, 'albumId': 39, 'numOfRating': 15021, 'averageRating': 2.5, 'userRating': 0, 'songId': 39, 'artistId': 39, 'name': 'Kimberly Buck', 'age': 20, 'musicianId': 39, 'instrument': 'Violin', 'band': 'SlateGray religious', 'albumDuration': 4478, 'albumTitle': 'factor trouble natural', 'coverURL': 'https://dummyimage.com/426x159', 'genre': 'Soundtrack', 'songDuration': 814, 'songTitle': 'call only', 'sourceLink': 'gonzalez-williams.com', 'year': '1974', 'knownFor': 'child direction'}
39,{'companyName': 'MediumSlateBlue', 'dateEstablished': '2013-03-20', 'location': 'New Daniel', 'recordLableId': 40, 'albumId': 40, 'numOfRating': 17835, 'averageRating': 3.2, 'userRating': 0, 'songId': 40, 'artistId': 40, 'name': 'Robert Walker', 'age': 38, 'musicianId': 40, 'instrument': 'Viola', 'band': 'Fuchsia evening', 'albumDuration': 7451, 'albumTitle': 'health author special', 'coverURL': 'https://www.lorempixel.com/277/719', 'genre': 'Hip Hop', 'songDuration': 138, 'songTitle': 'interest sea', 'sourceLink': 'hodges.com', 'year': '1980', 'knownFor': 'rest technology'}
40,{'companyName': 'PaleVioletRed', 'dateEstablished': '1979-04-26', 'location': 'Snyderbury', 'recordLableId': 41, 'albumId': 41, 'numOfRating': 8425, 'averageRating': 3.5, 'userRating': 0, 'songId': 41, 'artistId': 41, 'name': 'Matthew Phillips', 'age': 26, 'musicianId': 41, 'instrument': 'Violin', 'band': 'SlateBlue character', 'albumDuration': 5747, 'albumTitle': 'school according bed', 'coverURL': 'https://placeimg.com/292/721/any', 'genre': 'Rock', 'songDuration': 986, 'songTitle': 'Republican we', 'sourceLink': 'gregory.org', 'year': '1985', 'knownFor': 'occur single'}
41,{'companyName': 'DarkSalmon', 'dateEstablished': '1992-10-13', 'location': 'Goldenfurt', 'recordLableId': 42, 'albumId': 42, 'numOfRating': 20653, 'averageRating': 1.6, 'userRating': 0, 'songId': 42, 'artistId': 42, 'name': 'Matthew Johnson', 'age': 50, 'musicianId': 42, 'instrument': 'Hurdy Gurdy', 'band': 'Wheat investment', 'albumDuration': 3384, 'albumTitle': 'marriage night under', 'coverURL': 'https://www.lorempixel.com/240/87', 'genre': 'Pop', 'songDuration': 221, 'songTitle': 'weight certain', 'sourceLink': 'mclaughlin.info', 'year': '1978', 'knownFor': 'beat street'}
42,{'companyName': 'OrangeRed', 'dateEstablished': '1982-01-24', 'location': 'Port Emilyton', 'recordLableId': 43, 'albumId': 43, 'numOfRating': 28307, 'averageRating': 3.4, 'userRating': 0, 'songId': 43, 'artistId': 43, 'name': 'Beverly Young', 'age': 55, 'musicianId': 43, 'instrument': 'Guitar', 'band': 'NavajoWhite pull', 'albumDuration': 9267, 'albumTitle': 'lay finish answer', 'coverURL': 'https://www.lorempixel.com/219/806', 'genre': 'Hip Hop', 'songDuration': 709, 'songTitle': 'bring specific', 'sourceLink': 'allen-henderson.com', 'year': '1981', 'knownFor': 'where usually'}
43,{'companyName': 'SaddleBrown', 'dateEstablished': '1981-09-03', 'location': 'Port Deanna', 'recordLableId': 44, 'albumId': 44, 'numOfRating': 53879, 'averageRating': 1.3, 'userRating': 0, 'songId': 44, 'artistId': 44, 'name': 'Julie Rodriguez', 'age': 67, 'musicianId': 44, 'instrument': 'Violin', 'band': 'AliceBlue benefit', 'albumDuration': 5017, 'albumTitle': 'allow its cover', 'coverURL': 'https://placeimg.com/778/642/any', 'genre': 'EDM', 'songDuration': 411, 'songTitle': 'company table', 'sourceLink': 'hudson.com', 'year': '2008', 'knownFor': 'indicate low'}
44,{'companyName': 'Salmon', 'dateEstablished': '1990-01-17', 'location': 'Thompsonfort', 'recordLableId': 45, 'albumId': 45, 'numOfRating': 55253, 'averageRating': 4.0, 'userRating': 0, 'songId': 45, 'artistId': 45, 'name': 'Kenneth Rose', 'age': 56, 'musicianId': 45, 'instrument': 'Kazoo', 'band': 'Maroon focus', 'albumDuration': 9907, 'albumTitle': 'author account until', 'coverURL': 'https://placeimg.com/942/183/any', 'genre': 'Soundtrack', 'songDuration': 951, 'songTitle': 'summer must', 'sourceLink': 'ramirez-sheppard.com', 'year': '1977', 'knownFor': 'same worker'}
